title,year,rating,director,stars
Hantu Ambulance,2008,3.1,Nayato Fio Nuala,"Suzzanna,William Alvin,Dimaz Andrean"
Catatan Dodol Calon Dokter,2016,6.5,Ifa Isfansyah,"Amec Aris,Tika Bravani,Adipati Dolken"
Pasir Berbisik,2001,7.3,Nan Triveni Achnas,"Christine Hakim,Dian Sastrowardoyo,Slamet Rahardjo"
Sekte,2019,6.2,William Chandra,"Asmara Abigail,Derby Romero,Rizky Nazar"
Kadet 1947,2021,,Rahabi Mandra,"Ario Bayu,Samo Rafael,Kevin Julio"
Knight Kris,2017,7.3,Antonius,"Deddy Corbuzier,Stella Cornelia,Chika Jessica"
Anak Perawan di Sarang Penjamun,1962,,Usmar Ismail,"Bambang Hermanto,Rachmat Hidayat,Bambang Irawan"
Trinity Traveler,2019,5.8,Rizal Mantovani,"Maudy Ayunda,Hamish Daud,Rachel Amanda"
Killer Express,2016,,Angga Dwimas Sasongko,Angga Dwimas Sasongko
#66,2015,6.0,Asun Mawardi,"Ari Riski Ananda,Erwin Bagindo,Fandy Christian"
Arwah Noni Belanda,2019,6.3,Agus Pestol,"Sara Wijayanto,Milena Tunguz,Nayla D. Purnama"
Merry Riana: Mimpi Sejuta Dolar,2014,6.7,Hestu Saputra,"Chelsea Islan,Dion Wiyoko,Kimberly Ryder"
Godaan perempuan halus,1993,,Jopi Burnama,"Sally Marcellina,Rina Hasyim,Pitradjaya Burnama"
Exiled 2: Beyond the Badlands,2023,,Ranjeet S. Marwa,"Zack Lee,Sunny Pang,Oka Antara"
Benyamin Biang Kerok,1972,7.8,Nawi Ismail,"Benyamin S.,Ida Royani,Hamid Arief"
Test Pack,2012,7.2,Monty Tiwa,"Reza Rahadian,Acha Septriasa,Renata Kusmanto"
Kembalinya Anak Iblis,2019,4.7,Rudy Soedjarwo,"Al Ghazali,Mikha Tambayong,Valerie Thomas"
Hantu Puncak Datang Bulan,2010,4.2,Steady Rimba,"Dian Aditya,Lia Ladysta,Tesa Mariska"
Days for Amanda,2010,7.7,Angga Dwimas Sasongko,"Oka Antara,Fanny Fabriana,Reza Rahadian"
Si Jago Merah,2008,5.8,Iqbal Rais,"Ringgo Agus Rahman,Deddy Mahendra Desta,Ytonk Club 80's"
"Arumi, Night Is Blue",2021,,Je Yatmoko,"Tania Ngesta,Dian Pratama,Adam Radja"
Insya Allah Sah 2,2018,7.2,Anggy Umbara,"Pandji Pragiwaksono,Donny Alamsyah,Luna Maya"
Suster Ngesot,2007,4.9,Arie Azis,"Nia Ramadhani,Mike Lewis,Donita"
Mau Jadi Apa?,2017,7.5,Soleh Solihun,"Soleh Solihun,Anggika Bolsterli,Aurélie Moeremans"
Pancasona,1989,,M. Abnar Romli,"Barry Prima,Ziela Jalil,Yoshep Hungan"
Riki Rhino,2020,6.4,Erwin Budiono,"Hamish Daud,Ge Pamungkas,Zack Lee"
Basahhh...,2008,6.6,M. Haikal,"Irshadi Bagas,Meriam Bellina,Derry Drajat"
Telegram,2000,6.0,Slamet Rahardjo,"Sujiwo Tejo,Mira Ayudhia,Ayu Azhari"
Si Doel Anak Betawi,1972,7.7,Sjuman Djaya,"Sjuman Djaya,Dewi Rosaria Indah,Rano Karno"
Mumpung Ada Kesempatan,1993,5.0,Arizal,"M. Amin,Ayu Azhari,Susy Bolle"
Revenge of the Ninja,1984,5.5,Ratno Timoer,"Barry Prima,Dana Christina,Advent Bangun"
The Fox Exploits the Tiger's Might,2015,7.3,Lucky Kuswandi,"Atreyu Artax Moniaga,Kemas Fauzan,Stefanny Marcelina Sugiharto"
The Perfect House,2011,6.6,Affandi Abdul Rachman,"Endy Arfian,Bella Esperance,Mike Lucock"
Under the Tree,2008,6.7,Garin Nugroho,"Ikranagara,Ayu Laksmi,Nadia Saphira"
Jaran Goyang,2018,4.5,Findo Purwono,"Cut Meyriska,Ajun Perwira,Nova Eliza"
Meet Me After Sunset,2018,8.0,Danial Rifki,"Maxime Bouttier,Agatha Chelsea,Billy Davidson"
Mencari Hilal,2015,7.8,Ismail Basbeth,"Ismail Basbeth,Deddy Sutomo,Oka Antara"
Kutukan Arwah Santet,2012,6.3,Hanny Mustofa,"Julia Perez,Dwi A.P.,Ajeng"
Asrama Dara,1958,8.0,Usmar Ismail,"Rendra Karno,Bambang Irawan,Bambang Hermanto"
Jenglot Pantai Selatan,2011,4.0,Rizal Mantovani,"Gabriella Veronica Arian,Debby Ayu,Narto Bantul"
Arisan Brondong,2010,4.4,Helfi C.H. Kardit,"Hardi Fadhillah,Randi Fadillah,Farish Nahdi"
Kelabang Seribu,1987,4.3,Imam Tantowi,"Nurul Arifin,Advent Bangun,Ricky Hosada"
Iblis Dalam Kandungan,2020,,Adhe Dharmastriya,"Nafa Urbach,Ali Syakieb,Denira Wiraguna"
Red and White III: Hearts of Freedom,2011,6.3,Conor Allyn,"Darius Sinathrya,T. Rifnu Wikana,Donny Alamsyah"
The Uninvited,2001,6.6,Rizal Mantovani,"Winky Wiryawan,Melanie Ariyanto,Rony Dozer"
Aji Pamungkas,1990,,Slamet Riyadi,"Ayu Lestari,Benny G. Raharja,Kiki Fatmala"
Sampai Ujung Dunia,2012,8.0,Monty Tiwa,"Diaz Ardiawan,Chintami Atmanegara,Deddy Mahendra Desta"
We Are Moluccans,2014,8.1,Angga Dwimas Sasongko,"Chicco Jerikho,Abdurrahman Arif,Jajang C. Noer"
Lupus IV: Anak Mami Sudah Besar,1990,,Achiel Nasrun,"Hilman Hariwijaya,Ryan Hidayat,Nike Ardilla"
Pintar Pintar Bodoh,1980,7.6,Arizal,"Cassin Abbas,Bram Adrianto,Eva Arnaz"
Jaka Sembung & Bergola Ijo,1985,5.8,H. Tjut Djalil,"Barry Prima,El Manik,Rita Zahara"
The Curse,2017,5.5,Muhammad Yusuf,"Muhammad Yusuf,Prisia Nasution,Shareefa Daanish"
Makin Lama Makin Asyik,2021,6.0,A. Rachman,"Dono Warkop,Kasino Warkop,Indro Warkop"
Roh Fasik,2019,6.2,Ubay Fox,"Evan Sanders,Irwansyah,Denira Wiraguna"
Cinta dan noda,1991,,Slamet Riyadi,"Tisna S. Brata,Cut Keke,Ira Mambo"
Dealova,2005,5.6,Dian Sasmita Faisal,"Ali Budimasnyah,Julie Estelle,Rizky Hanggono"
Tarsan Kota,1974,7.0,Liliek Sudjio,"Benyamin S.,Ida Royani,Awaludin"
The Exocet,2021,,Robby Ertanto,"Jefri Nichol,Wulan Guritno,Ganindra Bimo"
Homecoming,2019,7.5,Adriyanto Dewo,"Asmara Abigail,Putri Ayudya,Ibnu Jamil"
Tali Pocong Perawan,2008,3.4,Arie Azis,"Dewi Perssik,Ramon Y. Tungka,Ibnu Jamil"
Rompis,2018,7.6,Monty Tiwa,"Arbani Yasiz,Adinda Azani,Umay Shahab"
London Love Story 3,2018,8.1,Asep Kusdinar,"Michelle Ziudith,Dimas Anggara,Derby Romero"
Security Ugal-Ugalan,2017,7.2,Irham Acho Bahtiar,"Indro Warkop,Muhadkly Acho,Lolox"
Reva: Guna Guna,2019,4.0,Jose Poernomo,"Angel Karamoy,Pamela Bowie,Wulan Guritno"
Love Story,2011,7.5,Hanny Saputra,"Acha Septriasa,Irwansyah,Maudy Koesnaedi"
Sokola Rimba,2013,7.3,Riri Riza,"Prisia Nasution,Nyungsang Bungo,Rukman Rosadi"
Rasa,2009,7.1,Charles Gozali,"Christian Sugiono,Pevita Pearce,Wulan Guritno"
Kembalinya Si Janda Kembang,1992,6.1,Sisworo Gautama Putra,"Sally Marcellina,H.I.M. Damsyik,Ibrahim Asyhari"
BrokenHearts,2012,7.1,Helfi C.H. Kardit,"Julie Estelle,Reza Rahadian,Darius Sinathrya"
Titisan Dewi Ular,1990,5.0,Sisworo Gautama Putra,"Suzzanna,Jeffry Waworuntu,Ade Irawan"
Nona,2020,7.2,Anggi Frisca,"Nadya Arina,Augie Fantinus,Tio Pakusadewo"
Talak 3,2016,7.3,Ismail Basbeth,"Laudya Cynthia Bella,Reza Rahadian,Vino G. Bastian"
Benyamin the Troublemaker 2,2020,6.6,Hanung Bramantyo,"Reza Rahadian,Delia Husein,Rano Karno"
Assalamualaikum Calon Imam,2018,7.8,Findo Purwono,"Miller Khan,Merdi Octav,Andi Arsyil Rahman"
Blok M,1990,7.5,Edward Sirait,"Desy Ratnasari,Paramitha Rusady,Marwan Alkatiri"
Chasing the Sun,2004,7.1,Rudy Soedjarwo,"Fedi Nuril,Winky Wiryawan,Fauzi Baadila"
Preman Pensiun,2019,6.8,Aris Nugraha,"Epy Kusnandar,Tia Arifin,Soraya Rasyid"
Rumah Kentang: The Beginning,2019,5.9,Rizal Mantovani,"Luna Maya,Christian Sugiono,Jajang C. Noer"
Lampiasan nafsu,1996,7.0,Emil G. Hampp,"Ibra Azhari,Febby Lawrence,Thea Novita"
Gairah Malam,1993,5.5,S.A. Karim,"Ariel Prakasa,Malfin Shayna,Devi Permatasari"
Sang Pencerah,2010,6.8,Hanung Bramantyo,"Lukman Sardi,Zaskia Adya Mecca,Slamet Rahardjo"
Dilarang Menyanyi di Kamar Mandi,2019,,John de Rantau,"Elvira Devinamira,Mathias Muchus,David John Schaap"
Lupus,1987,8.2,Achiel Nasrun,"Nurul Arifin,Septian Dwi Cahyo,Gito Gilas"
Mendadak Kaya,2019,5.8,Anggy Umbara,"Fedi Nuril,Dwi Sasono,Pandji Pragiwaksono"
Rembulan Tenggelam di Wajahmu,2019,6.0,Danial Rifki,"Arifin Putra,Juan Bione Subiantoro,Donny Alamsyah"
Si Kabayan dan Anak Jin,1991,8.0,Henky Solaiman,"Azwar An,Nike Ardilla,Salim Bungsu"
Kukejar Cinta ke Negeri Cina,2014,6.0,Fajar Bustomi,"Adipati Dolken,Eriska Rein,Nina Zatulini"
Ramadhan dan Ramona,1992,,Chaerul Umam,"Vini Alvionita,Amak Baldjun,Sylvana Herman"
In the Absence of the Sun,2014,7.3,Lucky Kuswandi,"Paul Agusta,Marissa Anita,Ina Panggabean"
Siti,2014,7.5,Eddie Cahyono,"Sekar Sari,Bintang Timur Widodo,Titi Dibyo"
Satu Jam Saja,2010,7.1,Ario Rubbik,"Vino G. Bastian,Revalina S. Temat,Andhika Pratama"
Di Bawah Lindungan Ka'bah,2011,7.4,Hanny Saputra,"Laudya Cynthia Bella,Herjunot Ali,Niken Anjani"
Kafir,2002,4.0,Mardaly Sjarif,"Sujiwo Tejo,Meriam Bellina,Aldo Banar"
7 Hari 24 Jam,2014,7.0,Fajar Nugros,"Lukman Sardi,Dian Sastrowardoyo,Henky Solaiman"
Stay with Me,2016,7.4,Rudy Soedjarwo,"Boy William,Ully Triani,Natasha Ratulangi"
Toba Dreams,2015,7.6,Benni Setiawan,"Vino G. Bastian,Boris Bokir,Vinessa Inez"
Pria,2017,6.9,Yudho Aditya,"Chicco Kurniawan,Karlina Inawati,Jacob McCarthy"
The Underdogs,2017,7.2,Adink Liwutang,"Sheryl Sheinafia,Brandon Salim,Babe Cabita"
Malam Minggu Miko Movie,2014,7.2,Raditya Dika,"Ryan Adriandhy,Sheila Dara Aisha,Syaiful Akbar"
Arwah Tumbal Nyai the Trilogy: Part Nyai,2018,5.2,Arie Azis,"Zaskia Gotik,Dewi Perssik,Aqilla Herby"
Tarot,2015,7.2,Jose Poernomo,"Shandy Aulia,Boy William,Sara Wijayanto"
The Stabilizer,1986,6.3,Arizal,"Peter O'Brian,Craig Gavin,Gillie Beanz"
Sama Juga Bohong,1986,7.6,Chaerul Umam,"Chintami Atmanegara,Rina Hasyim,Tompoh Salvatore"
Salawaku,2016,7.7,Pritagita Arianegara,"Elko Kastanya,Karina Salim,Joshua Matulessy"
Uka-Uka the Movie: Nini Tulang,2019,4.5,Ubay Fox,"Stefhani Zamora Husen,Yoriko Angeline,Gusti Rayhan"
Air Mata Terakhir Bunda,2013,8.2,Endri Pelita,"Vino G. Bastian,Rizky Hanggono,Tabah Penemuan"
Pusaka Penyebar Maut,1990,,Sisworo Gautama Putra,"Alex Bernard,Billy Chong,Murti Sari Dewi"
Ular Tangga,2017,5.8,Arie Azis,"Shareefa Daanish,Vicky Monica,Alessia Cestaro"
Tuyul: Part 1,2015,6.0,Billy Christian,"Dinda Kanyadewi,Gandhi Fernando,Citra Prima"
Skull,2018,6.4,Yusron Fuadi,"Eka Nusa Pertiwi,Guh S Mana,Yusron Fuadi"
99 Cahaya di Langit Eropa Part 2,2014,6.3,Guntur Soeharjanto,"Acha Septriasa,Abimana Aryasatya,Nino Fernandez"
Kawin Kontrak Lagi,2008,4.4,Ody C. Harahap,"Ricky Harun,Lukman Sardi,Wiwid Gunawan"
Dimsum Martabak,2018,6.2,Andreas Sullivan,"Ayu Ting Ting,Boy William,Meriam Bellina"
Inem Pelayan Seksi New,2019,,Hasto Broto,"Bedu,Jelita Callebaut,Zoe Abbas Jackson"
Denting Kematian,2020,3.6,Rudy Soedjarwo,"Brisia Jodie,Rangga Azof,Ayu Dyah Pasha"
Leaf on a Pillow,1998,7.5,Garin Nugroho,"Sarah Azhari,Deni Christantra,Christine Hakim"
Rumah Bekas Kuburan,2012,3.7,Irwan Siregar,"Fifi Buntaran,Julia Perez,Vikri Rahmat"
Rectoverso,2013,7.3,Olga Lydia,"Asmirandah,Fauzi Baadila,Indra Birowo"
Maidens Revenge,1987,5.2,Ackyl Anwari,"Enny Beatrice,Yenny Farida,Harry Capri"
Blind Pig Who Wants to Fly,2008,6.1,Edwin,"Joko Anwar,Clarine Baharrizki,Ladya Cheryl"
Final Score,1986,7.0,Arizal,"Christopher Mitchum,Mike Abbott,Ida Iasha"
Comic 8: Casino Kings Part 1,2015,6.3,Anggy Umbara,"Hannah Al Rashid,Donny Alamsyah,Dhea Ananda"
Filosofi Kopi 3,2021,,Angga Dwimas Sasongko,"Angga Dwimas Sasongko,Dewi Lestari,Rio Dewanto"
Kuldesak,1999,6.8,Nan Triveni Achnas,"Bianca Adinegoro,Ryan Hidayat,Wong Aksan"
Belok Kanan Barcelona,2018,6.7,Guntur Soeharjanto,"Morgan Oey,Mikha Tambayong,Deva Mahenra"
Janin,2020,4.8,Ook Budiyono,"Jill Gladys,Reuben Elishama,Meriam Bellina"
American Hunter,1989,6.4,Arizal,"Christopher Mitchum,Bill Wallace,Ida Iasha"
Hiruk-Pikuk Si Al-Kisah,2019,6.7,Yosep Anggi Noen,"Gunawan Maryanto,Ecky Lamoh,Yudi Ahmad Tajudin"
Darah Biru Arema 2,2020,,Taufan Agustyan,"Moh Aminudin,Maria Carolina,Dimyati"
Wewe,2015,5.9,Rizal Mantovani,"Agus Kuncoro,Inong Nidya Ayu,Nabilah Ratna Ayu Azalia"
Inem Pelayan Sexy,1976,6.6,Nya Abbas Akup,"Kardjo Ac-Dc,Doris Callebaute,Ayub Abdul Djalal"
Dongkrak Antik,1982,7.8,Arizal,"Meriam Bellina,Idjah Bomber,Pitradjaya Burnama"
Zeta: When the Dead Awaken,2019,7.0,Amanda Iswan,"Cut Mini Theo,Jeff Smith,Dimas Aditya"
Akibat Pergaulan Bebas,2010,4.4,Nayato Fio Nuala,"Smitha Anjani,Uli Auliani,Leylarey Lesesne"
Kangen,2007,5.8,Nayato Fio Nuala,"Bunga Citra Lestari,Reuben Elishama,Reuben E. Hadju"
Pacar Hantu Perawan,2011,3.9,Yoyok Subagyo,"Misa Campo,Rafi Cinoun,Jonathan Frizzy"
Tembang Lingsir,2019,5.2,Rizal Mantovani,"Marsha Aruan,Aisyah Aqilah,T. Rifnu Wikana"
Say I Love You,2019,7.6,Faozan Rizal,"Verdi Solaiman,Rachel Amanda,Dinda Hauw"
Perawan Desa,1978,,Frank Rorimpandey,"Putu Wijaya,Hendra Cipta,Rae Sita"
Takut: Faces of Fear,2008,5.9,Robby Ertanto,"Shareefa Daanish,Dinna Olivia,Marcella Zalianty"
Laskar Pelangi Sekuel 2: Edensor,2013,5.8,Benni Setiawan,"Lukman Sardi,Abimana Aryasatya,Astrid Roos"
Pocong vs. Kuntilanak,2008,3.2,David Purnomo,"Ahmad Zaki,Alia Rosa,Aldiansyah Taher"
Tali Pocong Perawan 2,2012,4.5,Volkan Maida,"Wiwid Gunawan,Icha Anisa,Framly Daniel"
About Someone,2005,7.3,Rudy Soedjarwo,"Adinia Wirasti,Sigi Wimala,Fauzi Baadila"
Runaway,2014,6.5,Guntur Soeharjanto,"Tatjana Saphira,Al Ghazali,Edward Akbar"
Perempuan Berkalung Sorban,2009,6.7,Hanung Bramantyo,"Revalina S. Temat,Joshua Pandelaki,Widyawati"
The Tarix Jabrix 3,2011,8.0,Iqbal Rais,"Tria Changcut,Erick Changcut,Dipa Changcut"
Hujan Bulan Juni,2017,7.5,Hestu Saputra,"Adipati Dolken,Velove Vexia,Baim Wong"
3 Srikandi,2016,6.5,Iman Brotoseno,"Bunga Citra Lestari,Chelsea Islan,Tara Basro"
Satria Heroes: Revenge of the Darkness,2017,3.6,Kenzô Maihara,"Abio Abie,Adhitya Alkatiri,Stella Cornelia"
Santet,1988,5.0,Sisworo Gautama Putra,"Suzzanna,Joice Erna,K. Arief Raduma"
Keluarga Tak Kasat Mata,2017,3.3,Hedy Suryawan,"Deva Mahenra,Miller Khan,Ganindra Bimo"
Satu Hari Nanti,2017,6.4,Salman Aristo,"Deva Mahenra,Adinia Wirasti,Ringgo Agus Rahman"
Quickie Express,2007,6.9,Dimas Djayadiningrat,"Sandra Dewi,Reuben Elishama,Ria Irawan"
Love You... Love You Not,2015,5.6,Sridhar Jetty,"Chelsea Islan,Hamish Daud,Miller Khan"
Mars Met Venus (Part Cewe),2017,7.5,Hadrah Daeng Ratu,"Ge Pamungkas,Pamela Bowie,Ria Yunita"
Kuntilanak 3,2008,5.3,Rizal Mantovani,"Julie Estelle,Ida Iasha,Imelda Therinne"
Jomblo,2006,7.2,Hanung Bramantyo,"Dennis Adhiswara,Rianti Cartwright,Rizky Hanggono"
Matt & Mou,2019,7.9,Monty Tiwa,"Prilly Latuconsina,Maxime Bouttier,Kevin Bzezovski"
Long Road to Heaven,2007,6.8,Enison Sinaro,"Made Kopi,Sarah Treleaven,John O'Hare"
Titus: Mystery of the Enygma,2020,8.0,Dineshkumar Subashchandra,"Arbani Yasiz,Ranty Maria,Lukman Sardi"
Terpana,2016,6.6,Richard Oh,"Fachry Albar,Raline Shah,Reza Rahadian"
Malapataka,2020,8.9,Rizal Mantovani,"Sonia Alyssa,Masayu Anastasia,Tissa Biani Azzahra"
Forbidden Love,1995,6.8,Pitradjaya Burnama,"Lela Anggraini,Sonny Dewantara,Welda Hidayat"
Red and White II: Blood of Eagles,2010,6.8,Conor Allyn,"Donny Alamsyah,Ario Bayu,Atiqah Hasiholan"
Rage and Honor II,1993,5.4,Guy Norris,"Cynthia Rothrock,Richard Norton,Patrick Muldoon"
Kanibal - Sumanto,2004,,Christ Helweldery,"Akbar,Aty Cancer,Farah Diana"
Darah dan Doa,1950,6.6,Usmar Ismail,"Ella Bergen,Faridah,R.D. Ismail"
Street Society,2014,6.6,Awi Suryadi,"Edward Akbar,Marcel Chandrawinata,Edward Gunawan"
The Intruder,1986,5.7,Jopi Burnama,"Peter O'Brian,Craig Gavin,Lia Warokka"
Satu Suro,2019,6.3,Anggy Umbara,"Citra Kirana,Nino Fernandez,Alexandra Gottardo"
Naga Bonar Jadi 2,2007,7.1,Deddy Mizwar,"Deddy Mizwar,Tora Sudiro,Wulan Guritno"
Help is on the Way,2020,7.2,Ismail Fahmi Lubish,
Nyi Blorong,1982,6.5,Sisworo Gautama Putra,"Suzzanna,Ratno Timoer,Barry Prima"
Kereta Hantu Manggarai,2008,5.1,Nayato Fio Nuala,"Sheila Marcia,Melvin Giovanie,Stefanie Hariadi"
Radit & Jani,2008,6.9,Upi Avianto,"Vino G. Bastian,Fahrani,Vivian Idris"
Doremi & You,2019,7.3,B.W. Purba Negara,"Adyla Rafa Naura Ayu,Devano Danendra,Fatih Unru"
Pocong,2006,5.8,Rudy Soedjarwo,"Shally Tria Amanda,Ronald Kansil,Eddie Karsito"
Hunter in the Blue Side of Manchester,2020,6.0,Rako Prijanto,"Adipati Dolken,Ganindra Bimo,Vonny Cornellya"
Backstage,2021,,Guntur Soeharjanto,"Vanesha Prescilla,Sissy Priscillia,Karina Suwandhi"
Virgin,2005,5.7,Hanny Saputra,"Laudya Cynthia Bella,Ardina Rasti,Angie Virgin"
Tampan Tailor,2013,7.1,Guntur Soeharjanto,"Vino G. Bastian,Marsha Timothy,Ringgo Agus Rahman"
Mantan Manten,2019,7.1,Farishad I. Latjuba,"Atiqah Hasiholan,Arifin Putra,Tutie Kirana"
Magic Hour,2015,6.5,Asep Kusdinar,"Michelle Ziudith,Dimas Anggara,Rizky Nazar"
Mangkujiwo,2020,5.3,Azhar Kinoi Lubis,"Sujiwo Tejo,Yasamin Jasem,Asmara Abigail"
Salah Masuk,1992,6.7,Arizal,"Fortunella,Tarida Gloria,Anton Indracaya"
Serendipity,2018,8.4,Indra Gunawan,"Maxime Bouttier,Mawar Eva de Jongh,Kenny Austin"
Catatan Si Boy 2,1988,6.7,Nasri Cheppy,"Onky Alexander,Venna Melinda,Dede Yusuf"
Lawang Sewu,2007,5.1,Arie Azis,"Thalita Latief,Marcell Darwin,Melvin Giovanie"
Wage,2017,9.0,John de Rantau,"Khoirul Ilyas Aryatmaja,Putri Ayudya,Herman Bennink"
"I Love You, Om...",2006,6.7,Widy Wijaya,"Rachel Amanda,Restu Sinaga,Anggie"
The Warrior and the Blind Swordsman,1983,5.3,Worod Suma,"Barry Prima,Advent Bangun,Gudi Sintara"
Denias Singing in the Clouds,2006,6.9,John de Rantau,"Albert Fakdawer,Ari Sihasale,Marcella Zalianty"
Nikah Yuk,2020,6.4,Adhe Dharmastriya,"Yuki Kato,Marcell Darwin,Aliyah Faizah"
Cinta Laki-Laki Biasa,2016,7.8,Guntur Soeharjanto,"Velove Vexia,Deva Mahenra,Nino Fernandez"
Pulau Hantu,2007,4.0,Jose Poernomo,"Ricky Harun,Yedihel Luntungan,Kartika Ayuningtyas"
Mecca I'm Coming,2019,7.2,Jeihan Angga,"Rizky Nazar,Michelle Ziudith,Jennifer Coppen"
Naga Bonar,1987,7.0,M.T. Risyaf,"Deddy Mizwar,Nurul Arifin,Wawan Wanisar"
Ali & The Queens,2021,,Lucky Kuswandi,"Iqbaal Dhiafakhri Ramadhan,Jonathan Sienkiewicz,Ian Whitt"
Gundala Putra Petir,1981,5.6,Liliek Sudjio,"Teddy Purba,Anna Tairas,W.D. Mochtar"
Patriot Taruna: Virgo and The Sparkling,2021,,Ody C. Harahap,"Adhisty Zara,Mawar Eva de Jongh,Bryan Domani"
Horas Amang: Tiga Bulan Untuk Selamanya,2019,9.3,Irham Acho Bahtiar,"Cok Simbara,Tanta Ginting,Novita Dewi"
Kutuk,2019,6.1,Rudi Aryanto,"Shandy Aulia,Alice Norin,Stuart Collin"
Rumah Merah Putih,2019,8.1,Ari Sihasale,"Petrick Rumlaklak,Amori de Purivicacao,Pevita Pearce"
Preman,2021,,Randolph Zaini,"Salvita Decorte,Jourdy Pranata,Revaldo"
Garuda Superhero,2015,3.8,X. Jo,"Rizal Idrus,Slamet Rahardjo,Robby Sugara"
KKN di Desa Penari,2021,,Awi Suryadi,"Tissa Biani Azzahra,Achmad Megantara,Calvin Jeremy"
Tarzan Raja Rimba,1989,5.8,Ackyl Anwari,"Barry Prima,Ziela Jalil,Johari Zain"
Pencet Sana Pencet Sini,1994,6.4,Arizal,"Diding Boneng,Tisna S. Brata,Taffana Dewi"
Bernapas dalam Lumpur,1970,7.6,Turino Junaidy,"Farouk Afero,Sri Harto,Rahmat Kartolo"
Koala Kumal,2016,6.6,Raditya Dika,"Raditya Dika,Acha Septriasa,Sheryl Sheinafia"
Ngenest,2015,7.0,Ernest Prakasa,"Ernest Prakasa,Lala Karmela,Morgan Oey"
Ikut Aku ke Neraka,2019,5.8,Azhar Kinoi Lubis,"Clara Bernadeth,Rendy Kjaernett,Cut Mini Theo"
The Gathering!,2003,7.2,Nia Di Nata,"Cut Mini Theo,Tora Sudiro,Aida Nurmala"
Kakek Cangkul,2012,5.2,Nuri Dahlia,"Zacky Zimah,Derry Drajat,Febriyanie Ferdzilla"
Kulari ke Pantai,2018,7.8,Riri Riza,"Maisha Kanna,Lil'li Latisha,Marsha Timothy"
Ranjang yang Ternoda,1994,5.6,Norman Benny,"Inneke Koesherawati,Gitty Srinita,Dicky Wahyudi"
Habibie & Ainun 3,2019,7.0,Hanung Bramantyo,"Maudy Ayunda,Jefri Nichol,Reza Rahadian"
Alexandria,2005,7.3,Ody C. Harahap,"Salman Aristo,Fachry Albar,Marcel Chandrawinata"
Samson and Delilah,1987,4.6,Sisworo Gautama Putra,"Suzzanna,Paul Hay,Eddy Gunawan"
Kirun + Adul,2009,6.4,Jose Poernomo,"Ricky Harun,Abdurrahman Arif,Permata Sari Harahap"
Alas Pati: Hutan Mati,2018,5.2,Jose Poernomo,"Nikita Willy,Jeff Smith,Naomi Paulinda"
"Suami, istri dan kekasih",1994,,Achiel Nasrun,"Susi Adella,Ayu Azhari,Ryan Hidayat"
Kembang Kantil,2018,6.6,Ubay Fox,"Irish Bella,Nafa Urbach,Sarwendah Tan"
Sabar Dulu Dong...!,1989,7.0,Ida Farida,"Eva Arnaz,Anna Shirley,Tile"
Temen Kondangan,2020,5.5,Iip Sariful Hanan,"Prisia Nasution,Gading Marten,Kevin Julio"
The Professionals,2016,6.6,Affandi Abdul Rachman,"Arifin Putra,Imelda Therinne,Fachry Albar"
Paku Kuntilanak,2009,4.6,Findo Purwono,"Dewi Perssik,Heather Storm,Keith Foo"
Mahasiswi Baru,2019,5.0,Monty Tiwa,"Widyawati,Morgan Oey,Mikha Tambayong"
Malik and Elsa,2020,5.5,Eddy Prasetya,"Endy Arfian,Salshabilla Adriani,Joshua Pandelaki"
Tabu: Mengusik Gerbang Iblis,2019,5.5,Angling Sagaran,"Angga Yunanda,Isel Fricella,Bastian Steel"
Si Doel the Movie,2018,7.1,Rano Karno,"Rano Karno,Maudy Koesnaedi,Cornelia Agatha"
Blood Warriors,1993,4.5,Sam Firstenberg,"David Bradley,Frank Zagarino,Jennifer Campbell"
Lovely Man,2011,7.5,Teddy Soeriaatmadja,"Donny Damara,Raihaanun Soeriaatmadja,Yayu A.W. Unru"
Pertarungan Iblis Merah,1988,,Denny H.W.,"Aznah Hamid,Barry Prima,Baharuddin Haji Omar"
Mortal Enemies,2011,6.0,Asun Mawardi,"Robin Shou,Verdy Bhawanta,Yayu A.W. Unru"
ILY from 38.000 Ft,2016,6.0,Asep Kusdinar,"Michelle Ziudith,Rizky Nazar,Tanta Ginting"
Hangout,2016,5.9,Raditya Dika,"Raditya Dika,Soleh Solihun,Prilly Latuconsina"
Ranjang pemikat,1993,6.0,Pitradjaya Burnama,"Sally Marcellina,Sonny Dewantara,Windy Chindyana"
Benyamin the Troublemaker,2018,2.8,Hanung Bramantyo,"Reza Rahadian,Delia Husein,Rano Karno"
Hafalan Shalat Delisa,2011,6.7,Soni Gaokasak,"Chantiq Schagerl,Reza Rahadian,Nirina Zubir"
Single,2015,6.8,Raditya Dika,"Raditya Dika,Annisa Rawles,Chandra Liow"
Love Is Cinta,2007,5.6,Hanny Saputra,"Acha Septriasa,Irwansyah,Raffi Ahmad"
Turah,2016,7.7,Wicaksono Wisnu Legowo,"Ubaidillah,Slamet Ambari,Yono Daryono"
Hanum & Rangga: Faith & The City,2018,1.2,Benni Setiawan,"Acha Septriasa,Rio Dewanto,Arifin Putra"
The Dancer,2011,7.2,Ifa Isfansyah,"Prisia Nasution,Oka Antara,Slamet Rahardjo"
Skandal,2011,5.1,Jose Poernomo,"Uli Auliani,Febriyanie Ferdzilla,Gary M. Iskak"
